Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,41,69062,0000000,San Mateo,Sequoia Union High,District Office,High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Adult,75,35,46.67%,N,Y
2021-2022,09,73783,0121566,El Dorado,Black Oak Mine Unified,American River Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1176,Locally funded,N,K,12,60,28,46.67%,N,Y
2021-2022,46,70177,4632303,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,Unified School District,High Schools (Public),Traditional,N/A,No,N/A,N/A,N,7,12,15,7,46.67%,N,Y
2021-2022,50,75739,0000001,Stanislaus,Turlock Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,21,46.67%,N,Y
2021-2022,43,69401,4336137,Santa Clara,Campbell Union High,Prospect High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,510",705,46.69%,N,Y
2021-2022,31,66894,0102293,Placer,Placer Union High,Foresthill High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,182,85,46.70%,N,Y
2021-2022,12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,137,64,46.72%,N,Y
2021-2022,29,66357,2930030,Nevada,Nevada Joint Union High,North Point Academy,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,137,64,46.72%,N,Y
2021-2022,04,61424,0437558,Butte,Chico Unified,Pleasant Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,775",831,46.82%,N,Y
2021-2022,30,66548,3030368,Orange,Huntington Beach Union High,Coast High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,228,107,46.93%,N,Y
2021-2022,19,76869,0119636,Los Angeles,Wiseburn Unified,Da Vinci Design,Unified School District,High Schools (Public),Traditional,N/A,Yes,1081,Directly funded,Y,9,12,545,256,46.97%,N,Y
2021-2022,19,64733,0000001,Los Angeles,Los Angeles Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,260",592,46.98%,N,Y
2021-2022,33,75192,3330495,Riverside,Temecula Valley Unified,Rancho Vista High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,202,95,47.03%,N,Y
2021-2022,19,76869,0131128,Los Angeles,Wiseburn Unified,Da Vinci Communications,Unified School District,High Schools (Public),Traditional,N/A,Yes,1689,Directly funded,Y,9,12,527,248,47.06%,N,Y
2021-2022,10,10108,0119628,Fresno,Fresno County Office of Education,Big Picture Educational Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,1085,Directly funded,Y,K,12,365,172,47.12%,N,Y
2021-2022,34,67447,6034664,Sacramento,San Juan Unified,Laurel Ruff Transition,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,12,12,140,66,47.14%,N,Y
2021-2022,17,64055,1736008,Lake,Middletown Unified,Middletown High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,454,214,47.14%,N,Y
2021-2022,49,70920,4935607,Sonoma,Santa Rosa High,Ridgway High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,246,116,47.15%,N,Y
2021-2022,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,17,47.22%,N,Y
2021-2022,34,67355,0119131,Sacramento,Galt Joint Union High,Liberty Ranch High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,066",504,47.28%,N,Y
2021-2022,50,71043,0107136,Stanislaus,Ceres Unified,Whitmore Charter High,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,0658,Locally funded,N,9,12,112,53,47.32%,N,Y
2021-2022,40,68759,4030557,San Luis Obispo,Lucia Mar Unified,Arroyo Grande High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,077",983,47.33%,N,Y
2021-2022,19,64840,0000001,Los Angeles,Norwalk-La Mirada Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,9,47.37%,N,Y
2021-2022,34,67447,3432317,Sacramento,San Juan Unified,El Camino Fundamental High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,238",587,47.42%,N,Y
2021-2022,05,61564,0530055,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,61,29,47.54%,N,Y
2021-2022,05,61556,0530014,Calaveras,Bret Harte Union High,Vallecito Continuation High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,42,20,47.62%,N,Y
2021-2022,19,65094,0137042,Los Angeles,West Covina Unified,Mt. SAC Early College Academy at West Covina,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,300,143,47.67%,N,Y
2021-2022,55,75184,5530076,Tuolumne,Big Oak Flat-Groveland Unified,Tioga High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,65,31,47.69%,N,Y
2021-2022,40,68700,4030755,San Luis Obispo,Atascadero Unified,Atascadero High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,224",584,47.71%,N,Y
2021-2022,19,75341,1995752,Los Angeles,Redondo Beach Unified,Patricia Dreizler Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,44,21,47.73%,N,Y
2021-2022,36,75051,0136960,San Bernardino,Lucerne Valley Unified,Elite Academic Academy - Lucerne,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1923,Directly funded,Y,K,12,176,84,47.73%,N,Y
2021-2022,19,64840,1934728,Los Angeles,Norwalk-La Mirada Unified,La Mirada High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,833",875,47.74%,N,Y
2021-2022,49,70953,4937256,Sonoma,Sonoma Valley Unified,Sonoma Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,162",555,47.76%,N,Y
2021-2022,33,67082,0120675,Riverside,Hemet Unified,Western Center Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1144,Locally funded,N,6,12,345,165,47.83%,N,Y
2021-2022,37,68338,0107029,San Diego,San Diego Unified,San Diego International Studies,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,056",506,47.92%,N,Y
2021-2022,49,70839,0138065,Sonoma,Oak Grove Union Elementary,Pivot Charter School - North Bay,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1985,Directly funded,Y,K,12,269,129,47.96%,N,Y
2021-2022,36,67652,0000001,San Bernardino,Chaffey Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98,47,47.96%,N,Y
2021-2022,07,61721,0000001,Contra Costa,Liberty Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,12,48.00%,N,Y
2021-2022,15,10157,6069496,Kern,Kern County Office of Education,Kern County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,50,24,48.00%,N,Y
2021-2022,01,61176,0000001,Alameda,Fremont Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,12,48.00%,N,Y
2021-2022,38,68478,0118141,San Francisco,San Francisco Unified,Five Keys Independence HS (SF Sheriff's),Unified School District,High Schools (Public),Traditional,N/A,Yes,1028,Directly funded,Y,9,12,"2,352","1,132",48.13%,N,Y
2021-2022,50,10504,5030234,Stanislaus,Stanislaus County Office of Education,Valley College High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0172,Directly funded,Y,9,12,110,53,48.18%,N,Y
2021-2022,19,64790,1935923,Los Angeles,Monrovia Unified,Monrovia High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,557",751,48.23%,N,Y
2021-2022,36,67736,0139576,San Bernardino,Helendale Elementary,Excel Academy Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,2073,Directly funded,Y,K,12,99,48,48.48%,N,Y
2021-2022,37,68411,0000001,San Diego,Sweetwater Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,32,48.48%,N,Y
2021-2022,49,70920,4935292,Sonoma,Santa Rosa High,Piner High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,425",691,48.49%,N,Y
2021-2022,39,68502,3932308,San Joaquin,Escalon Unified,Escalon High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,798,387,48.50%,N,Y
2021-2022,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences,Unified School District,High Schools (Public),Traditional,N/A,Yes,1114,Directly funded,Y,9,12,414,201,48.55%,N,Y
2021-2022,37,68338,0107482,San Diego,San Diego Unified,San Diego Metro Career and Tech,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,No ,N/A,N/A,N,9,12,107,52,48.60%,N,Y
2021-2022,36,75044,0116707,San Bernardino,Hesperia Unified,Encore Jr./Sr. High School for the Performing and Visual Arts,Unified School District,High Schools (Public),Traditional,N/A,Yes,0971,Directly funded,Y,7,12,479,233,48.64%,N,Y
2021-2022,01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,634",795,48.65%,N,Y
2021-2022,30,66647,3030483,Orange,Placentia-Yorba Linda Unified,Buena Vista Virtual Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,150,73,48.67%,N,Y
2021-2022,39,68676,0120733,San Joaquin,Stockton Unified,Stockton Collegiate International Secondary,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1143,Directly funded,Y,6,12,228,111,48.68%,N,Y
2021-2022,47,70466,4735403,Siskiyou,Siskiyou Union High,Mt. Shasta High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,267,130,48.69%,N,Y
2021-2022,19,64246,0126003,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,High School District,High Schools (Public),Traditional,N/A,Yes,1415,Locally funded,N,6,12,158,77,48.73%,N,Y
2021-2022,36,67736,0116723,San Bernardino,Helendale Elementary,Academy of Careers and Exploration,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0968,Locally funded,N,7,12,277,135,48.74%,N,Y
2021-2022,27,66092,2732808,Monterey,Monterey Peninsula Unified,Monterey High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,356",661,48.75%,N,Y
2021-2022,19,65128,0000001,Los Angeles,Whittier Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,20,48.78%,N,Y
2021-2022,37,68213,0136978,San Diego,Mountain Empire Unified,Elite Academic Academy - Mountain Empire,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1924,Directly funded,Y,K,12,168,82,48.81%,N,Y
2021-2022,19,64584,1996305,Los Angeles,Gorman Joint,Gorman Learning Center,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0285,Directly funded,Y,K,12,377,184,48.81%,N,Y
2021-2022,01,75093,0138453,Alameda,Dublin Unified,Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,49,24,48.98%,N,Y
2021-2022,33,67207,0137620,Riverside,Perris Union High,Pathways for Adult Life Skills,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,Post Secondary,Post Secondary,102,50,49.02%,N,Y
2021-2022,36,75051,0139188,San Bernardino,Lucerne Valley Unified,Granite Mountain Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,2033,Directly funded,Y,K,12,563,276,49.02%,N,Y
2021-2022,37,75416,0132472,San Diego,Warner Unified,California Pacific Charter - San Diego,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1758,Directly funded,Y,K,12,161,79,49.07%,N,Y
2021-2022,44,69799,0000000,Santa Cruz,Pajaro Valley Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,59,29,49.15%,N,Y
2021-2022,10,10108,0136291,Fresno,Fresno County Office of Education,Career Technical Education Charter,County Office of Education (COE),High Schools (Public),Traditional,Not Participating,Yes,1850,Directly funded,Y,9,12,248,122,49.19%,N,Y
2021-2022,15,73742,1531367,Kern,Sierra Sands Unified,Burroughs High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,480",728,49.19%,N,Y
2021-2022,45,70169,0136440,Shasta,Whitmore Union Elementary,Phoenix Charter Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1900,Directly funded,Y,K,12,136,67,49.26%,N,Y
2021-2022,01,61176,0130534,Alameda,Fremont Unified,Circle of Independent Learning,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0152,Locally funded,N,K,12,215,106,49.30%,N,Y
2021-2022,48,70565,4830022,Solano,Travis Unified,Travis Education Center,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,73,36,49.32%,N,Y
2021-2022,49,75358,4930228,Sonoma,Windsor Unified,Windsor High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,617",798,49.35%,N,Y
2021-2022,49,70730,6120588,Sonoma,Harmony Union Elementary,Pathways Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0492,Directly funded,Y,K,12,154,76,49.35%,N,Y
2021-2022,19,10199,0134346,Los Angeles,Los Angeles County Office of Education,Intellectual Virtues Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1814,Directly funded,Y,9,12,95,47,49.47%,N,Y
2021-2022,40,68809,4034807,San Luis Obispo,San Luis Coastal Unified,Morro Bay High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,856,424,49.53%,N,Y
2021-2022,34,67439,0101907,Sacramento,Sacramento City Unified,The MET,Unified School District,High Schools (Public),Traditional,N/A,Yes,0586,Locally funded,N,9,12,242,120,49.59%,N,Y
2021-2022,34,67413,4835302,Sacramento,River Delta Joint Unified,Rio Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,379,188,49.60%,N,Y
2021-2022,01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Yes,0684,Directly funded,Y,9,12,596,296,49.66%,N,Y
2021-2022,38,68478,3839081,San Francisco,San Francisco Unified,Washington (George) High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,068","1,028",49.71%,N,Y
2021-2022,39,10397,6069215,San Joaquin,San Joaquin County Office of Education,San Joaquin County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,195,97,49.74%,N,Y
2021-2022,10,62547,0135103,Fresno,Westside Elementary,Yosemite Valley Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1841,Directly funded,Y,K,12,404,201,49.75%,N,Y
2021-2022,41,68924,4133393,San Mateo,Jefferson Union High,Jefferson High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,246",620,49.76%,N,Y
2021-2022,36,10363,3630761,San Bernardino,San Bernardino County Office of Education,Excelsior Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1910,Directly funded,Y,7,12,"1,392",693,49.78%,N,Y
2021-2022,39,68627,6119309,San Joaquin,New Jerusalem Elementary,Delta Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0393,Locally funded,Y,K,12,389,194,49.87%,N,Y
2021-2022,39,76760,0106484,San Joaquin,Lammersville Joint Unified,Wicklund Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,2,1,50.00%,N,Y
2021-2022,37,68171,3733219,San Diego,Julian Union High,Julian High,High School District,High Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,96,48,50.00%,N,Y
2021-2022,16,73932,1630185,Kings,Reef-Sunset Unified,Reef-Sunset Secondary Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,6,12,2,1,50.00%,N,Y
2021-2022,34,67413,0000001,Sacramento,River Delta Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.00%,N,Y
2021-2022,36,67959,0119164,San Bernardino,Yucaipa-Calimesa Joint Unified,Mesa View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,6,3,50.00%,N,Y
2021-2022,30,66647,0000001,Orange,Placentia-Yorba Linda Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,6,50.00%,N,Y
2021-2022,14,76687,0000001,Inyo,Bishop Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.00%,N,Y
2021-2022,43,73387,0140673,Santa Clara,Milpitas Unified,Milpitas Middle College High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,14,7,50.00%,N,Y
2021-2022,49,70656,0000001,Sonoma,Cloverdale Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,50.00%,N,Y
2021-2022,23,65623,2330363,Mendocino,Willits Unified,Willits Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0166,Directly funded,Y,6,12,30,15,50.00%,N,Y
2021-2022,19,73460,0000001,Los Angeles,Walnut Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,50.00%,N,Y
2021-2022,42,77222,0138396,Santa Barbara,SBE - Olive Grove Charter - Santa Barbara,Olive Grove Charter - Santa Barbara,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,Yes,2014,Directly funded,N,K,12,80,40,50.00%,N,Y
2021-2022,19,64394,0000000,Los Angeles,Claremont Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,2,1,50.00%,N,Y
2021-2022,44,69807,0000001,Santa Cruz,San Lorenzo Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,50.00%,N,Y
2021-2022,43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,Unified School District,K-12 Schools (Public),Home and Hospital,N/A,No ,N/A,N/A,N,K,12,6,3,50.00%,N,Y
2021-2022,26,10264,0128645,Mono,Mono County Office of Education,Sawtooth Ridge Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,2,1,50.00%,N,Y
